OWNERID,ADOPTIONNUMBER,ANIMALID,ANIMALNAME,BASECOLOURID,BREEDID,BREEDNAME,DATEOFBIRTH,SEX,COMBITESTRESULT,FLVRESULT,DECLAWED,SHELTERLOCATION,DATEBROUGHTIN,MOSTRECENTENTRYDATE,ANIMALAGE,WEIGHT
5573,7093,3965,Autumn,82,261,Domestic Short Hair,10/4/16,0,1,1,0,10,10/24/17,10/24/17,3 years 2 months.,8.02
10077,14574,7444,Luigi,3,261,Domestic Short Hair,6/24/19,1,1,1,0,34,6/26/19,6/26/19,8 months.,4.22
6909,9766,5516,Marion (Milkshake),3,261,Domestic Short Hair,5/15/18,0,1,1,0,19,8/2/18,8/2/18,1 year 8 months.,2.97
9970,14393,8136,Thunder Paws,79,261,Domestic Short Hair,9/23/18,1,1,1,0,10,10/8/19,10/8/19,1 year 9 months.,7.52
11128,15874,8766,Bitsy,3,243,Domestic Long Hair,5/30/19,0,1,1,0,31,1/28/20,1/28/20,1 year 4 months.,4.5
10832,15504,8543,Frankincense (Bagheera),1,243,Domestic Long Hair,4/27/18,1,1,1,0,5,12/20/19,12/20/19,3 years 3 months.,8.23
10471,15048,8378,Bates,1,252,Domestic Medium Hair,5/1/19,1,1,1,0,35,11/7/19,11/7/19,8 months.,7
10183,14670,8213,Peruvian Vipertooth,74,261,Domestic Short Hair,6/17/19,0,1,1,0,33,10/19/19,10/19/19,8 months.,3.76
10872,15785,8768,Clyde,1,261,Domestic Short Hair,1/28/19,1,1,1,0,9,2/1/20,2/1/20,2 years 3 months.,9.7
706,1605,408,Simba,96,261,Domestic Short Hair,2/8/14,1,1,1,0,10,11/8/14,11/8/14,5 years 10 months.,0
9174,15639,8731,Rowdy,2,315,Siamese Mix,3/18/19,1,1,1,0,19,1/29/20,1/29/20,1 year 2 months.,8.53
1058,2944,1034,Alanis,67,261,Domestic Short Hair,10/5/15,0,1,1,0,5,1/19/16,1/19/16,3 years 7 months.,4.31
11290,16080,8746,Forest,1,261,Domestic Short Hair,1/23/18,1,1,2,0,35,2/3/20,2/3/20,2 years 2 months.,10.7
5748,14119,7822,Milo,69,261,Domestic Short Hair,5/7/19,1,1,1,0,31,8/20/19,8/20/19,1 year 5 months.,4.48
11046,15771,8818,Finola,74,243,Domestic Long Hair,2/5/18,0,2,1,0,34,2/19/20,2/19/20,2 years 9 months.,8.67
12964,18230,6963,Michelle,68,261,Domestic Short Hair,2/17/19,0,1,1,0,34,4/9/19,9/7/20,1 year 6 months.,9.3
8778,12554,6963,Michelle,68,261,Domestic Short Hair,2/17/19,0,1,1,0,34,4/9/19,9/7/20,1 year 6 months.,9.3
8616,12330,6963,Michelle,68,261,Domestic Short Hair,2/17/19,0,1,1,0,34,4/9/19,9/7/20,1 year 6 months.,9.3
8603,12306,6963,Michelle,68,261,Domestic Short Hair,2/17/19,0,1,1,0,34,4/9/19,9/7/20,1 year 6 months.,9.3
10463,15089,8361,Jekyll,68,252,Domestic Medium Hair,9/11/19,1,1,1,0,35,11/12/19,11/12/19,8 months.,3.56
10334,14858,8310,Tina,93,261,Domestic Short Hair,8/1/19,0,1,1,0,33,10/21/19,10/21/19,8 months.,3.77
5957,8163,4162,Kelsey (Lucia),68,261,Domestic Short Hair,10/30/16,0,1,1,0,8,11/26/17,11/26/17,1 year 7 months.,8.34
7795,12640,6595,Skip (Mary Ann),64,243,Domestic Long Hair,6/15/17,0,1,1,1,10,1/14/19,4/24/19,2 years 7 months.,10.8
8321,11823,6595,Skip (Mary Ann),64,243,Domestic Long Hair,6/15/17,0,1,1,1,10,1/14/19,4/24/19,2 years 7 months.,10.8
10470,15047,8309,Trapper,96,261,Domestic Short Hair,8/1/19,0,1,1,0,19,10/21/19,10/21/19,1 year 1 month.,4.13
9366,13667,7685,Lil,79,243,Domestic Long Hair,4/25/19,0,1,1,0,19,8/1/19,8/1/19,8 months.,3.92
9715,14008,7641,Rhubarb (Ruby),75,261,Domestic Short Hair,5/20/19,0,1,1,0,19,7/25/19,7/25/19,8 months.,4.46
10117,14591,8154,Bombalurina (Cola),1,261,Domestic Short Hair,5/1/19,0,1,1,0,31,10/3/19,10/3/19,1 year 5 months.,5.79
9998,14512,8011,Angel (Holly),3,261,Domestic Short Hair,9/9/18,0,1,1,0,19,9/26/19,9/26/19,1 year 4 months.,6.3
1228,6886,3788,Clayton (Charlie),79,261,Domestic Short Hair,5/16/17,1,1,1,0,6,9/8/17,9/8/17,2 years 6 months.,5.19
5006,14361,8122,Carlton,107,319,Snowshoe Mix,3/1/19,1,1,1,0,10,10/9/19,10/9/19,10 months.,5.5
9973,14397,7836,Triceratops (Tyetye),68,261,Domestic Short Hair,7/18/19,1,1,1,0,31,8/15/19,8/15/19,11 months.,2.25
9831,14195,7987,Harlow,62,261,Domestic Short Hair,5/18/19,0,1,1,0,31,9/11/19,9/11/19,8 months.,4.13
6898,14408,7720,Amara,1,261,Domestic Short Hair,4/2/19,0,1,1,0,11,8/12/19,8/12/19,9 months.,6.53
10911,15628,8684,Hematite (Annie),3,261,Domestic Short Hair,10/3/19,0,1,1,0,19,1/9/20,1/9/20,8 months.,3.75
9035,12941,7311,Storm,85,261,Domestic Short Hair,4/12/19,0,1,1,0,32,6/17/19,6/17/19,8 months.,2.61
8327,11806,6730,Electra (Bavarois),3,261,Domestic Short Hair,10/1/18,0,1,1,0,4,2/6/19,2/6/19,2 years 2 months.,4.5
10231,14734,8045,Whiskey,3,261,Domestic Short Hair,8/1/19,0,1,1,0,33,10/18/19,10/18/19,8 months.,3.67
5147,13133,7416,Callie,74,261,Domestic Short Hair,6/26/17,0,1,1,0,24,6/26/19,6/26/19,2 years 3 months.,6.75
10191,14687,8046,Albus (Link),2,261,Domestic Short Hair,7/4/19,1,1,1,0,31,9/5/19,1/10/20,1 year 4 months.,7.5
10782,15440,8046,Albus (Link),2,261,Domestic Short Hair,7/4/19,1,1,1,0,31,9/5/19,1/10/20,1 year 4 months.,7.5
9905,14337,7898,Beluga,1,261,Domestic Short Hair,4/1/19,0,1,1,0,32,9/6/19,9/6/19,9 months.,4.44
604,3632,1207,Kodiak (Hades),62,261,Domestic Short Hair,4/6/16,1,1,1,0,4,4/20/16,4/20/16,4 years 2 months.,2.9
10973,15789,8775,Passion,68,243,Domestic Long Hair,1/29/19,0,1,1,0,24,1/30/20,1/30/20,1 year 1 month.,0
10100,14575,7802,Maximus,1,252,Domestic Medium Hair,8/9/18,1,1,1,0,8,8/31/19,8/31/19,1 year 3 months.,9.4
10555,15164,8465,Drax,1,261,Domestic Short Hair,9/10/19,1,1,1,0,35,11/28/19,11/28/19,8 months.,4.2
9034,12945,7312,Lightning (Luna),85,261,Domestic Short Hair,4/12/19,0,1,1,0,32,6/17/19,6/17/19,8 months.,3.06
9797,14917,8203,Woody,3,261,Domestic Short Hair,10/4/18,1,1,2,0,32,10/22/19,10/22/19,2 years 1 month.,11.3
13277,18868,8455,Chief (Skullcrown),88,261,Domestic Short Hair,11/18/17,1,1,1,1,10,11/21/19,9/25/20,2 years 11 months.,12.5
10366,15097,8455,Chief (Skullcrown),88,261,Domestic Short Hair,11/18/17,1,1,1,1,10,11/21/19,9/25/20,2 years 11 months.,12.5
9887,14291,8071,Viper,62,261,Domestic Short Hair,3/23/19,1,1,1,0,19,9/30/19,9/30/19,1 year 3 months.,7.3
1090,2732,948,Finnick,3,261,Domestic Short Hair,9/4/14,1,1,1,0,10,12/4/15,12/4/15,2 years 8 months.,4.99
4582,5310,2972,Artemis,3,261,Domestic Short Hair,1/21/16,0,1,1,0,5,5/11/17,5/11/17,3 years 4 months.,7.9
7574,11123,1464,Emma,69,261,Domestic Short Hair,7/20/16,0,1,1,1,10,9/14/16,10/27/18,4 years 0 months.,13.87
7221,10237,1464,Emma,69,261,Domestic Short Hair,7/20/16,0,1,1,1,10,9/14/16,10/27/18,4 years 0 months.,13.87
3192,4221,1464,Emma,69,261,Domestic Short Hair,7/20/16,0,1,1,1,10,9/14/16,10/27/18,4 years 0 months.,13.87
9955,14362,7839,Tyrannosaurus,68,261,Domestic Short Hair,7/18/19,1,1,1,0,31,8/15/19,8/15/19,8 months.,2.43
11306,16083,8992,Sally Cinnamon (Jinx),82,261,Domestic Short Hair,8/18/19,0,1,1,0,32,3/19/20,3/19/20,1 year 4 months.,5.99
9247,13287,7523,Ace,3,261,Domestic Short Hair,3/18/19,1,1,1,0,32,7/8/19,7/8/19,8 months.,4.92
5844,7921,4305,Janelle,1,261,Domestic Short Hair,7/27/17,0,1,1,0,4,12/2/17,12/2/17,3 years 4 months.,5.6
1140,2889,1006,Logan,84,315,Siamese Mix,9/7/15,1,1,1,0,19,1/7/16,1/7/16,3 years 6 months.,4.72
8655,12297,6617,Pamela (Nana),67,261,Domestic Short Hair,1/15/07,0,1,1,0,31,2/4/19,11/9/19,13 years 1 month.,5.13
10707,15346,6617,Pamela (Nana),67,261,Domestic Short Hair,1/15/07,0,1,1,0,31,2/4/19,11/9/19,13 years 1 month.,5.13
747,1707,591,Scully,1,261,Domestic Short Hair,1/17/15,0,1,1,0,11,3/29/15,3/29/15,5 years 8 months.,3.3
9532,13756,7715,Madison (Gidget),3,261,Domestic Short Hair,6/18/19,0,1,1,0,19,8/10/19,8/10/19,8 months.,3.27
9271,13382,7381,Verona,82,261,Domestic Short Hair,5/21/19,0,1,1,0,32,6/27/19,6/27/19,8 months.,2.61
11040,15766,8667,Mattias,74,261,Domestic Short Hair,9/24/19,1,1,1,0,31,1/23/20,1/23/20,8 months.,4.3
9901,14308,7934,Magnolia,82,261,Domestic Short Hair,7/5/19,0,1,1,0,33,9/6/19,9/6/19,8 months.,2.6
11311,16115,9001,Mowgli,67,261,Domestic Short Hair,10/18/18,1,1,1,0,10,3/25/20,3/25/20,2 years 2 months.,9.85
1122,2832,992,Corrine,82,261,Domestic Short Hair,12/29/13,0,1,1,0,9,12/29/15,12/29/15,3 years 4 months.,0
1543,4521,1493,Sugar Plum,6,261,Domestic Short Hair,9/26/16,0,1,1,0,4,9/27/16,9/27/16,3 years 2 months.,2.5
10467,15042,8380,Atticus Finch,2,261,Domestic Short Hair,8/9/19,1,1,1,0,35,11/25/19,11/25/19,8 months.,3.6
4610,14158,8137,Yoshimura,68,261,Domestic Short Hair,6/28/19,1,1,1,0,24,9/25/19,9/25/19,8 months.,0
9516,13728,7636,Booker,68,261,Domestic Short Hair,4/23/19,1,1,1,0,31,8/3/19,8/3/19,8 months.,3.1
6434,8859,4846,Bandit,89,252,Domestic Medium Hair,5/1/15,1,1,1,0,24,5/1/18,5/1/18,3 years 1 month.,11.8
7707,11057,6043,Hampton,96,261,Domestic Short Hair,10/11/13,1,1,1,0,15,11/1/18,11/1/18,6 years 5 months.,12.5
5100,6311,3326,Milos (Sissy),68,261,Domestic Short Hair,5/6/17,0,1,1,0,4,7/10/17,7/10/17,3 years 4 months.,3.57
1132,2863,976,Honeydew,85,315,Siamese Mix,10/10/15,0,1,1,0,8,12/17/15,12/17/15,1 year 7 months.,3.95
10354,14894,7947,Solange,64,261,Domestic Short Hair,5/8/17,0,1,1,0,3,10/5/19,10/5/19,2 years 6 months.,11.6
9446,13603,7536,Gimlet,62,261,Domestic Short Hair,3/27/19,1,1,1,0,31,7/25/19,7/25/19,1 year 4 months.,4.7
5571,7101,4060,Jody,82,252,Domestic Medium Hair,7/28/17,0,1,1,0,19,10/25/17,10/25/17,1 year 5 months.,4.46
10703,15409,58,Zola,97,261,Domestic Short Hair,3/1/07,0,1,1,0,15,3/13/12,3/13/12,13 years 0 months.,9.8
10656,15310,7263,Cagney (Millie),68,261,Domestic Short Hair,6/4/16,0,1,1,0,9,6/18/19,6/18/19,4 years 8 months.,9.21
10475,16104,8864,Magnus,3,261,Domestic Short Hair,2/21/19,1,1,1,0,5,3/9/20,3/9/20,1 year 1 month.,8.6
11256,16027,8879,Frederica,6,261,Domestic Short Hair,5/27/19,0,1,1,0,11,3/6/20,3/6/20,9 months.,6.79
9738,14116,7489,Darunia (Ziggy),69,252,Domestic Medium Hair,4/4/19,1,1,1,0,34,7/17/19,7/17/19,9 months.,5.3
9102,13113,7201,Linus,94,261,Domestic Short Hair,4/23/19,1,1,1,0,32,5/21/19,5/21/19,8 months.,2.68
7269,12785,7259,Dan,1,261,Domestic Short Hair,4/16/19,1,1,1,0,32,6/12/19,6/12/19,8 months.,3.78
10737,15519,8541,Eggnog,3,261,Domestic Short Hair,12/4/14,0,1,1,0,10,12/15/19,12/15/19,6 years 0 months.,9.3
11090,15859,8880,Groucho,67,261,Domestic Short Hair,2/25/19,1,0,0,0,24,2/26/20,2/26/20,1 year 1 month.,0
7101,14673,8236,Gotham (Marshmallow Peep),3,243,Domestic Long Hair,10/10/17,1,1,1,0,19,10/22/19,10/22/19,2 years 4 months.,12.01
9365,13580,7157,Espresso,1,252,Domestic Medium Hair,5/8/19,1,1,1,0,19,5/10/19,5/10/19,1 year 0 months.,2.33
1201,3065,889,Patrick (Sheldon),79,261,Domestic Short Hair,11/28/14,1,1,1,0,8,10/27/15,10/27/15,5 years 2 months.,9.14
5605,7240,4002,Chipmunk (Luna),102,243,Domestic Long Hair,9/8/17,0,1,1,0,19,10/6/17,10/6/17,6 months.,2.3
7842,11215,3958,Blair,1,261,Domestic Short Hair,9/29/16,0,2,1,0,2,10/9/17,10/9/17,3 years 5 months.,9.48
10375,15000,8433,Hedwig,3,261,Domestic Short Hair,8/19/19,0,1,1,0,35,12/2/19,12/2/19,8 months.,2.65
552,4469,1924,Ryan,69,261,Domestic Short Hair,2/28/16,1,1,1,0,10,11/2/16,11/2/16,4 years 4 months.,8
8658,12314,6832,Futura,74,261,Domestic Short Hair,2/27/19,0,1,1,0,4,2/27/19,2/27/19,8 months.,2.47
9067,13001,7339,Samson,68,252,Domestic Medium Hair,4/20/19,1,1,1,0,32,6/18/19,6/18/19,1 year 2 months.,3.64
9424,13562,7282,Appolonia (Daisy),3,261,Domestic Short Hair,5/8/19,0,1,1,0,19,6/5/19,6/5/19,8 months.,2.61
11290,16081,8945,Alma,3,261,Domestic Short Hair,9/9/18,0,1,2,0,35,3/14/20,3/14/20,1 year 6 months.,8.06
10048,14598,8145,Galacticat (Otis),3,261,Domestic Short Hair,9/25/18,1,1,1,0,10,10/9/19,10/9/19,2 years 0 months.,12.24
11048,15798,8841,Leroy,69,261,Domestic Short Hair,2/11/10,1,1,1,0,3,2/11/20,2/11/20,11 years 3 months.,0
11132,15900,8785,LeAnn Rimes,1,261,Domestic Short Hair,1/31/19,0,1,1,0,10,2/14/20,2/14/20,1 year 1 month.,7.5
537,9685,4600,Eldon,68,261,Domestic Short Hair,2/8/16,1,1,1,0,31,2/22/18,2/22/18,3 years 1 month.,10
3188,4219,1458,Bernie,62,261,Domestic Short Hair,5/23/16,1,1,1,0,4,9/13/16,9/13/16,3 years 0 months.,6.4
1255,14320,7899,Pilot (Luna),1,261,Domestic Short Hair,4/1/19,0,1,1,0,32,9/6/19,9/6/19,9 months.,4.99
10629,15244,8489,Suzie Q,63,261,Domestic Short Hair,3/1/19,0,1,1,0,5,12/1/19,12/1/19,1 year 8 months.,6.1
6983,14245,7692,Henny (Parker),3,261,Domestic Short Hair,4/15/19,0,1,1,0,19,8/14/19,8/14/19,9 months.,4.7
1162,14846,8029,Elsa,64,261,Domestic Short Hair,5/20/19,0,1,1,0,33,9/15/19,11/10/19,1 year 8 months.,5.48
10103,14570,8029,Elsa,64,261,Domestic Short Hair,5/20/19,0,1,1,0,33,9/15/19,11/10/19,1 year 8 months.,5.48
8775,12515,6978,Carmella (Elsa),97,261,Domestic Short Hair,3/16/19,0,1,1,0,15,4/6/19,6/1/19,9 months.,0
8576,12456,6978,Carmella (Elsa),97,261,Domestic Short Hair,3/16/19,0,1,1,0,15,4/6/19,6/1/19,9 months.,0
11140,15905,8523,Angus,90,261,Domestic Short Hair,11/27/16,1,2,2,0,35,12/23/19,12/23/19,3 years 8 months.,15.4
733,1675,565,Coconut (Karla),99,261,Domestic Short Hair,2/26/12,0,1,1,1,11,2/26/15,2/26/15,8 years 9 months.,0
4991,15429,8621,Earmuff (Kylo),1,261,Domestic Short Hair,9/27/19,1,1,1,0,31,12/30/19,12/30/19,8 months.,3.75
10727,15377,8536,Snickerdoodle,74,261,Domestic Short Hair,12/3/18,0,1,1,0,10,12/15/19,12/15/19,2 years 0 months.,6.76
10940,15671,8751,Aslan (Lucky),94,261,Domestic Short Hair,7/22/19,1,1,1,0,31,2/4/20,2/4/20,11 months.,5.6
10519,15098,8460,Savannah,1,261,Domestic Short Hair,11/19/17,0,1,1,0,3,12/3/19,12/3/19,2 years 0 months.,7.8
9798,14144,7510,Pancake,74,261,Domestic Short Hair,5/2/19,1,1,1,0,8,7/4/19,7/4/19,8 months.,6.7
843,2079,691,Barnum (Purrcy),1,261,Domestic Short Hair,4/15/15,1,1,1,0,4,6/3/15,6/3/15,5 years 9 months.,3.95
3570,4295,1546,Lord Fusion (Nimbus),62,261,Domestic Short Hair,7/7/16,1,1,1,0,4,10/19/16,10/19/16,4 years 4 months.,3.49
9773,14136,8039,Thumper,68,261,Domestic Short Hair,4/10/19,1,1,1,0,19,9/11/19,9/11/19,1 year 1 month.,0
10433,15002,8182,Lady Loco,68,261,Domestic Short Hair,7/1/19,0,1,1,0,35,10/15/19,10/15/19,8 months.,4.54
8996,12901,7005,Opossum (Lucas),75,261,Domestic Short Hair,3/4/19,1,1,1,0,31,4/17/19,4/17/19,8 months.,3.92
9406,13631,7687,Feta,62,261,Domestic Short Hair,4/12/19,0,1,1,0,31,8/5/19,8/5/19,8 months.,3.85
9907,14322,7793,Figaro,62,261,Domestic Short Hair,5/2/19,1,1,1,0,8,8/15/19,8/15/19,1 year 4 months.,5.8
506,1284,415,Little Orphan Annie,3,261,Domestic Short Hair,5/6/14,0,1,1,0,11,11/11/14,11/11/14,3 years 0 months.,0
10573,15160,8408,Okra,6,243,Domestic Long Hair,7/1/19,0,1,1,0,35,11/21/19,11/21/19,8 months.,5.6
10131,14690,8233,Helga Hufflepuff,75,252,Domestic Medium Hair,7/9/19,0,1,1,0,33,10/23/19,10/23/19,8 months.,3.7
4992,6127,3333,Braxton (Levi),68,261,Domestic Short Hair,5/12/17,1,1,1,0,4,7/7/17,7/7/17,7 months.,4.6
9479,13690,7294,Saturn,1,261,Domestic Short Hair,4/1/19,0,1,1,0,19,6/14/19,6/14/19,1 year 2 months.,4.75
11005,15740,8784,Chaka Khan,1,261,Domestic Short Hair,7/31/19,0,1,1,0,31,2/6/20,2/6/20,8 months.,4.74
10508,15108,8486,Clove,3,261,Domestic Short Hair,2/1/19,0,1,1,0,35,12/4/19,12/4/19,10 months.,4.11
9301,13463,7154,Latte,68,261,Domestic Short Hair,5/8/19,0,1,1,0,19,5/10/19,5/10/19,8 months.,2.57
9326,14316,7983,Pam Beesly (Meeka),67,314,Maine Coon Mix,5/18/19,0,1,1,0,34,9/13/19,9/13/19,8 months.,4.51
9422,14054,7842,Flint,63,261,Domestic Short Hair,5/1/19,1,1,1,0,19,8/27/19,8/27/19,1 year 7 months.,2.7
10289,14837,8198,Aragog,68,261,Domestic Short Hair,6/24/19,1,1,1,0,33,10/22/19,10/22/19,8 months.,4.94
10397,15003,8306,Fat Dan,90,261,Domestic Short Hair,8/1/19,1,1,1,0,19,10/21/19,10/21/19,8 months.,4.9
8865,12667,7253,Gavin,1,261,Domestic Short Hair,3/26/19,1,1,1,0,31,6/7/19,6/7/19,1 year 8 months.,3.4
10405,14972,8330,Pumpkin,69,261,Domestic Short Hair,7/12/19,1,1,1,0,35,11/1/19,11/1/19,8 months.,4.08
7612,14978,8359,Ichabod,68,252,Domestic Medium Hair,11/1/17,1,1,1,0,10,11/18/19,11/18/19,3 years 3 months.,8.9
10619,15220,8512,Gumdrop,79,261,Domestic Short Hair,8/5/19,1,1,1,0,35,12/1/19,12/1/19,8 months.,5.56
8594,14856,7961,Gustav,1,261,Domestic Short Hair,4/15/19,1,1,1,0,10,9/2/19,9/2/19,1 year 10 months.,9.55
6762,9492,5286,Steven (Cheddar Cheese),69,261,Domestic Short Hair,4/19/18,1,1,1,0,15,7/13/18,7/13/18,7 months.,3.45
8475,14862,850,Tootsie Pop (Maple),68,252,Domestic Medium Hair,4/10/14,0,1,1,0,2,10/9/15,10/21/19,5 years 9 months.,6.86
998,2445,850,Tootsie Pop (Maple),68,252,Domestic Medium Hair,4/10/14,0,1,1,0,2,10/9/15,10/21/19,5 years 9 months.,6.86
355,893,65,Marnie,89,261,Domestic Short Hair,3/15/03,0,1,1,0,8,3/17/05,3/17/05,17 years 1 month.,0
7524,10799,5189,Aloysius (Salem),1,261,Domestic Short Hair,4/18/18,1,1,1,0,10,6/27/18,6/27/18,1 year 9 months.,7.6
1267,9314,5166,Mishko (Smirnov),69,261,Domestic Short Hair,6/26/17,1,1,1,0,19,6/26/18,6/26/18,3 years 3 months.,10.23
10452,15033,8404,Munster (Rubble),69,252,Domestic Medium Hair,7/1/19,1,1,1,0,35,11/21/19,11/21/19,1 year 0 months.,4.8
5427,6987,3747,Thea (Maizy),1,261,Domestic Short Hair,7/17/17,0,1,1,0,4,8/28/17,8/28/17,3 years 1 month.,3.5
9947,14360,7926,Crepe (Pixie),63,252,Domestic Medium Hair,4/1/19,0,1,1,0,9,9/10/19,9/10/19,9 months.,5.13
9235,15484,8586,Comet,74,261,Domestic Short Hair,7/8/19,1,1,1,0,5,12/21/19,12/21/19,10 months.,6.68
10754,15416,8547,Dickens,79,261,Domestic Short Hair,12/6/13,1,2,1,0,2,12/23/19,12/23/19,6 years 2 months.,12.28
5693,7629,3748,Tony,1,261,Domestic Short Hair,7/17/17,1,1,1,0,10,8/28/17,8/28/17,2 years 10 months.,5.3
9467,13628,7477,Hamlet,68,261,Domestic Short Hair,4/24/19,1,1,1,0,32,7/3/19,7/3/19,1 year 9 months.,4
6599,9142,4435,Miles,68,261,Domestic Short Hair,12/21/09,1,1,1,0,24,12/21/17,12/21/17,9 years 11 months.,11.2
7897,11267,6371,Einstein,1,261,Domestic Short Hair,8/23/18,1,1,1,0,4,12/20/18,12/20/18,1 year 2 months.,4.53
7854,11260,6280,Trooper,68,261,Domestic Short Hair,8/21/18,1,1,1,0,19,11/13/18,11/13/18,1 year 7 months.,4.26
7756,11197,5240,Liberty,62,261,Domestic Short Hair,4/25/18,0,1,1,0,2,7/4/18,7/4/18,1 year 6 months.,7.8
5017,11313,6441,Alec (Hermes),74,261,Domestic Short Hair,12/5/17,1,1,1,0,10,12/31/18,12/31/18,2 years 4 months.,10.9
5436,6882,3892,Whitley (Blaze),69,261,Domestic Short Hair,7/15/17,1,1,1,0,4,9/23/17,9/23/17,22 weeks.,4.24
7932,11306,5488,Manny (Michael),69,261,Domestic Short Hair,4/10/18,1,1,1,0,5,8/14/18,12/30/18,2 years 6 months.,9.5
7744,11083,5488,Manny (Michael),69,261,Domestic Short Hair,4/10/18,1,1,1,0,5,8/14/18,12/30/18,2 years 6 months.,9.5
10271,14838,8239,Hollow,74,261,Domestic Short Hair,6/20/19,0,1,1,0,31,10/11/19,10/11/19,1 year 5 months.,4.92
7919,11323,5881,Yukon,85,315,Siamese Mix,9/21/16,0,1,1,0,19,10/18/18,10/18/18,3 years 10 months.,10.8
11211,15980,8923,Rainbow Heart (Bo),63,261,Domestic Short Hair,5/1/19,1,1,1,0,10,3/13/20,3/13/20,1 year 0 months.,7.92
9683,14485,8002,Bart (Leo),96,261,Domestic Short Hair,5/20/19,1,1,1,0,31,9/12/19,9/12/19,8 months.,5.2
7947,11360,4775,Corben,68,261,Domestic Short Hair,4/10/13,1,2,1,0,2,4/18/18,4/18/18,6 years 7 months.,14.48
10784,15450,8515,Egypt,1,261,Domestic Short Hair,9/16/19,1,1,1,0,31,11/25/19,1/11/20,8 months.,5.7
10523,15192,8515,Egypt,1,261,Domestic Short Hair,9/16/19,1,1,1,0,31,11/25/19,1/11/20,8 months.,5.7
4973,6027,3117,Jillian,68,261,Domestic Short Hair,12/7/15,0,2,1,0,8,6/5/17,6/5/17,3 years 11 months.,6.99
5615,7536,3832,Caramel,82,261,Domestic Short Hair,7/5/17,0,1,1,0,2,9/13/17,9/13/17,2 years 10 months.,5.97
9379,13588,7479,Ophelia,74,252,Domestic Medium Hair,4/24/19,0,1,1,0,32,7/3/19,7/3/19,8 months.,3.57
387,2850,1029,Marlowe,63,261,Domestic Short Hair,7/18/15,0,0,0,0,24,10/10/15,10/10/15,3 years 11 months.,0
9519,13713,7691,Gilbert,62,261,Domestic Short Hair,4/22/19,1,1,1,0,19,8/6/19,8/6/19,1 year 6 months.,4.49
10116,14621,8290,Hazel,65,252,Domestic Medium Hair,7/4/19,0,1,1,0,1,10/17/19,10/17/19,8 months.,4.29
5388,6694,3888,Copper (Porcha),74,261,Domestic Short Hair,7/14/17,0,1,1,0,19,9/19/17,9/19/17,9 months.,3.62
10660,15302,7083,Donovan,68,261,Domestic Short Hair,5/14/10,1,1,1,1,10,5/9/19,10/16/19,9 years 9 months.,8.68
8610,12354,7083,Donovan,68,261,Domestic Short Hair,5/14/10,1,1,1,1,10,5/9/19,10/16/19,9 years 9 months.,8.68
9727,14039,7874,Fitzgerald,74,261,Domestic Short Hair,4/29/19,1,1,1,0,32,8/28/19,8/28/19,8 months.,4.86
9216,13353,7500,Siri (Windsor),96,261,Domestic Short Hair,4/4/19,0,1,1,0,31,7/6/19,7/6/19,1 year 2 months.,3.37
8077,11462,6402,Gizmo,1,261,Domestic Short Hair,11/29/12,0,1,1,0,19,11/28/18,2/14/19,8 years 3 months.,9.16
8396,11901,6402,Gizmo,1,261,Domestic Short Hair,11/29/12,0,1,1,0,19,11/28/18,2/14/19,8 years 3 months.,9.16
8974,13197,7411,Mini Wheat,3,252,Domestic Medium Hair,5/7/19,0,1,1,0,19,6/28/19,6/28/19,8 months.,2.78
9212,13236,7428,Dustin,3,261,Domestic Short Hair,4/18/19,1,1,1,0,32,6/29/19,6/29/19,8 months.,2.82
10707,15345,7806,Dani,68,261,Domestic Short Hair,8/12/07,0,1,1,0,31,8/14/19,8/14/19,12 years 6 months.,8.51
9258,13400,7296,Venus,6,261,Domestic Short Hair,3/4/19,0,1,1,0,19,6/14/19,6/14/19,8 months.,5.19
4922,6387,3518,Ophelia,1,261,Domestic Short Hair,3/8/17,0,1,1,0,19,8/16/17,8/16/17,2 years 3 months.,4.76
13563,19337,10495,Fergus,1,252,Domestic Medium Hair,9/3/20,1,1,1,0,35,10/1/20,10/1/20,8 months.,3
9165,13158,7503,Costello,63,243,Domestic Long Hair,3/28/19,1,1,1,0,17,7/17/19,7/17/19,8 months.,3.6
834,4641,1449,Justine (Sky),1,261,Domestic Short Hair,8/8/16,0,1,1,0,4,8/25/16,8/25/16,3 years 5 months.,3.56
11396,16186,8888,Skeletor,1,261,Domestic Short Hair,2/27/13,1,1,1,0,11,3/6/20,3/6/20,7 years 11 months.,9.9
8688,15273,8146,Blackbird,6,261,Domestic Short Hair,9/26/18,0,1,1,0,31,10/16/19,10/16/19,1 year 3 months.,6.9
10235,15254,7955,Allison,1,261,Domestic Short Hair,3/2/19,0,1,1,0,9,9/2/19,9/2/19,10 months.,6.88
13659,19336,7384,Scully,68,261,Domestic Short Hair,5/6/19,0,1,1,0,19,6/28/19,10/5/20,1 year 6 months.,6.7
9394,13508,7384,Scully,68,261,Domestic Short Hair,5/6/19,0,1,1,0,19,6/28/19,10/5/20,1 year 6 months.,6.7
11024,15759,8669,Honeymaren,64,243,Domestic Long Hair,9/24/19,0,1,1,0,31,1/23/20,1/23/20,8 months.,5.13
5971,8189,4010,Amara,3,261,Domestic Short Hair,5/26/17,0,1,1,0,10,11/7/17,11/7/17,2 years 2 months.,9.17
